xpathparser:0,xpathparser:1,xpathparser:2,xpathparser:4,xpathparser:5,xpathparser:6,xpathparser:7,xpathparser:8,xpathparser:9
794,YL,toilet,"Nam Bin Wai Yuen Long Kau Hui Road, Yuen Long",N/A,N/A,N/A,N/A,"22.447361,114.033978",0
795,YL,toilet,"Choi Uk Tsuen, Long Yat Road, Yuen Long",N/A,N/A,N/A,N/A,"22.447897,114.036786",0
796,YL,toilet,"Nam Hing West Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.430708,114.095853",0
797,YL,toilet,"Pok Wai, Pok Wai Road, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.465403,114.051867",0
798,YL,toilet,"Sheung Tsuen, Kam Tin Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.432886,114.100767",0
799,YL,toilet,"Tsang Uk Tsuen, Sheung Tsuen, Kam Sheung Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.430092,114.093892",0
800,N,toilet,"Tong Hang Tsuen, Fanling",N/A,N/A,N/A,N/A,"22.489506,114.149753",0
801,N,toilet,"Lin Tong Mei R/A, Sheung Shui",N/A,N/A,N/A,N/A,"22.481756,114.110836",0
802,N,toilet,"Tan Chuk Hang, Fanling",N/A,N/A,N/A,N/A,"22.51372,114.17582",0
803,N,toilet,"Lin Tong Mei, Sheung Shui",N/A,N/A,N/A,N/A,"22.481728,114.110797",0
804,N,toilet,"Queenand#039;s Hill, Fanling",N/A,N/A,N/A,N/A,"22.506853,114.154422",0
805,N,toilet,"Opposite to House No 55, San Uk Tsuen, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.503619,114.148078",0
806,N,toilet,"Opposite to No. 100 Kam Tsin Tsuen, Sheung Shui",N/A,N/A,N/A,N/A,"22.499103,114.112286",0
807,N,toilet,Entrance at access road behind Fanling Hospital,N/A,N/A,N/A,N/A,"22.501278,114.137183",0
808,YL,toilet,"Small Traders New Village, Siu Sheung Road, Yuen Long",N/A,N/A,N/A,N/A,"22.446972,114.041625",0
809,N,toilet,At side of footbridge NF157 near Castle Peak Road,N/A,N/A,N/A,N/A,"22.503533,114.103917",0
810,N,toilet,"Ho Sheung Heung San Tsuen, Sheung Shui",N/A,N/A,N/A,N/A,"22.515708,114.110917",0
811,N,toilet,"Ma Tso Lung Road near Entrance to Tung Fong, Sheung Shui",N/A,N/A,N/A,N/A,"22.509536,114.100239",0
812,N,toilet,"Junction of Man Kam To Road and Fu Tei Au Road, Sheung Shui",N/A,N/A,N/A,N/A,"22.518386,114.124814",0
813,N,toilet,"Tai Tau Leng Tsuen, Sheung Shui",N/A,N/A,N/A,N/A,"22.502203,114.123197",0
814,YL,toilet,"Tin Liu Tsuen, Kiu Hing Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.432389,114.024406",0
815,YL,toilet,"Wang Toi Shan, Pat Heung, Yuen Long (Next To Wang Toi Shan School)",N/A,N/A,N/A,N/A,"22.444289,114.095058",0
816,Is,toilet,San Tau Village,N/A,N/A,N/A,N/A,"22.288378,113.921208",0
817,Is,toilet,"Yung Shue Ha, Sok Kwu Wan,  Lamma",N/A,N/A,N/A,N/A,"22.199125,114.140372",0
818,Is,toilet,Mot Tat Village Lamma,N/A,N/A,N/A,N/A,"22.204275,114.147256",0
819,Is,toilet,Ngong Ping Camp Site,N/A,N/A,N/A,N/A,"22.254767,113.911356",0
820,Is,toilet,"Pak Mong Village, Lantau",N/A,N/A,N/A,N/A,"22.295656,113.971908",0
821,Is,toilet,"Near Ferry Pier, Shek Tsai Po Street, Tai O, Lantau",N/A,N/A,N/A,N/A,"22.254903,113.860897",0
822,Is,toilet,"Sheung Ling Pei, Tung Chung",N/A,N/A,N/A,N/A,"22.278511,113.936481",0
823,Is,toilet,"Tat Tung Road, Tung Chung",N/A,N/A,N/A,N/A,"22.290753,113.940069",0
824,Is,toilet,"Leung Uk Village, Tai O, Lantau",N/A,N/A,N/A,N/A,"22.248275,113.865472",0
825,Is,toilet,"Tai Peng Village, Lamma",N/A,N/A,N/A,N/A,"22.229244,114.116542",0
826,Is,toilet,"Lo So Shing Village, Lamma",N/A,N/A,N/A,N/A,"22.205381,114.125289",0
827,YL,toilet,"Lam Hau Tsuen, Shan Ha Road, Yuen Long, Nt (Near Block 6, Scenic Gardens)",N/A,N/A,N/A,N/A,"22.437,114.020622",0
828,Is,toilet,"Sha Lo Wan Beach, Tung Chung",N/A,N/A,N/A,N/A,"22.289139,113.901614",0
829,Is,toilet,"Shap Long San Tsuen, Lantau",N/A,N/A,N/A,N/A,"22.241867,113.993028",0
830,N,toilet,"At side of Co-operative Society, Shun Yee San Tsuen, Sheung Shui",N/A,N/A,N/A,N/A,"22.522711,114.098472",0
831,Is,toilet,"Ngong Ping Road Interchange, Ngong Ping, Lantau",N/A,N/A,N/A,N/A,"22.255478,113.903222",0
832,N,toilet,"Opposite to Liu Pok Tsuen playgroung, Sheung Shui",N/A,N/A,N/A,N/A,"22.527328,114.105828",0
833,Is,toilet,"Ham Tin San Tsuen, Lantau",N/A,N/A,N/A,N/A,"22.242178,113.980736",0
834,N,toilet,"Ha Ma Tseuk Leng, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.531714,114.202108",0
835,Is,toilet,"Tong Fuk Camp Site, Lantau",N/A,N/A,N/A,N/A,"22.228536,113.930203",0
836,N,toilet,"Tai Po Tin, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.528464,114.155247",0
837,N,toilet,"Tai Po Tin, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.527903,114.150978",0
838,Is,toilet,"Lower Cheung Sha Village, Lantau",N/A,N/A,N/A,N/A,"22.234192,113.957089",0
839,Is,toilet,"Tai Long Wan Village, Lantau",N/A,N/A,N/A,N/A,"22.221839,113.883708",0
840,Is,toilet,"Ngau Au, Lantau",N/A,N/A,N/A,N/A,"22.276756,113.928244",0
841,Is,toilet,"Choi Yuen Tsuen, Lantau",N/A,N/A,N/A,N/A,"22.268928,113.988231",0
842,N,toilet,"Ha Shan Kai Wat, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.520825,114.159767",0
843,Is,toilet,"Sham Shek Tsuen, Lantau",N/A,N/A,N/A,N/A,"22.277661,113.890917",0
844,YL,toilet,"Wang Chau Yeung Uk Tsuen, Fuk Hi Street, Yuen Long",N/A,N/A,N/A,N/A,"22.451464,114.025969",0
845,YL,toilet,"Shan Pui Chung Hau Tsuen, Shan Pui Ho East Road, Yuen Long",N/A,N/A,N/A,N/A,"22.454511,114.031231",0
846,YL,toilet,"Mai Po Lung Tsuen, Shek Wu Wai Road, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.49533,114.06861",0
847,E,hawker_fixpitch,Kam Wa Street / Aldrich Street,N/A,N/A,N/A,N/A,"22.278079,114.228829",0
848,E,hawker_fixpitch,Mong Lung Street,N/A,N/A,N/A,N/A,"22.278188,114.229609",0
849,E,hawker_fixpitch,Tai Tak Street,N/A,N/A,N/A,N/A,"22.277776,114.228971",0
850,YL,toilet,"Ying Lung Wai, Long Wo Road, Yuen Long",N/A,N/A,N/A,N/A,"22.447183,114.036553",0
851,Wch,hawker_fixpitch,Gresson Street,N/A,N/A,N/A,N/A,"22.276769,114.170018",0
852,Wch,hawker_fixpitch,Tai Yuen Street,N/A,N/A,N/A,N/A,"22.276074,114.173224",0
853,Wch,hawker_fixpitch,Cross Street / Sam Pan Street,N/A,N/A,N/A,N/A,"22.275530,114.172880",0
854,CW,hawker_fixpitch,Pottinger Street,N/A,N/A,N/A,N/A,"22.282753,114.155231",0
855,CW,hawker_fixpitch,Wing Kut Street,N/A,N/A,N/A,N/A,"22.285073,114.153979",0
856,YT,hawker_fixpitch,Reclamation Street,N/A,N/A,N/A,N/A,"22.30763,114.16934",0
857,YT,hawker_fixpitch,Bowring Street,N/A,N/A,N/A,N/A,"22.30430,114.16993",0
858,YT,hawker_fixpitch,Temple Street,N/A,N/A,N/A,N/A,"22.30745,114.17023",0
859,YT,hawker_fixpitch,Canton Road,N/A,N/A,N/A,N/A,"22.31424,114.16815",0
860,SSP,hawker_fixpitch,Apliu Street,N/A,N/A,N/A,N/A,"22.32994,114.16234",0
861,SSP,hawker_fixpitch,Kweilin Street,N/A,N/A,N/A,N/A,"22.33027,114.16113",0
862,SSP,hawker_fixpitch,Wing Lung Street,N/A,N/A,N/A,N/A,"22.33732,114.15810",0
863,YL,toilet,"Wang Toi Shan Lo Uk Tsuen, Kam Tin Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.439872,114.094322",0
864,N,toilet,"Sze Tau Leng, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.507253,114.18015",0
865,N,toilet,"Sheung Wo Hang, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.524581,114.194322",0
866,N,toilet,"San Tong Po, Sha Tau Kok Road",N/A,N/A,N/A,N/A,"22.510194,114.166689",0
867,N,toilet,"Sheung Shan Kai Wat, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.523406,114.150911",0
868,YL,toilet,"Tung Tau Tsuen, Long Yat Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.447436,114.034581",0
869,N,toilet,"Entrance to Muk Min Tau Tsuen, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.543756,114.217481",0
870,N,toilet,"Tong Fong, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.536789,114.151503",0
871,N,toilet,"At side of Lin Ma Hang Playground, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.552547,114.182094",0
872,N,toilet,"Tsung Pak Long (near Hak Ka Wai), Sheung Shui",N/A,N/A,N/A,N/A,"22.502447,114.119772",0
873,YL,toilet,"Mai Po San Tsuen, Castle Peak Road-Mai Po, Mai Po, Yuen Long",N/A,N/A,N/A,N/A,"22.492717,114.061608",0
874,YL,toilet,"Kam Tin Shi, Kam Tin Road Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.441089,114.061497",0
875,YL,toilet,"Tsz Tong Tsuen, Kam Sheung Road, Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.438311,114.064822",0
876,N,toilet,"Fu Tei Pai (near Sunny Terrace), Fanling",N/A,N/A,N/A,N/A,"22.506728,114.161819",0
877,N,toilet,"Opposite House No. 32, Wing Ning Wai, Fanling",N/A,N/A,N/A,N/A,"22.501481,114.150031",0
878,N,toilet,"Ha Shan Kai Wat , Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.522431,114.154119",0
879,YL,toilet,"Tai Sang Wai, Yuen Long",29207636,N/A,N/A,N/A,"22.47095,114.04390",0
880,N,toilet,"Lei Uk Tsuen, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.535236,114.149181",0
881,N,toilet,"Ping Che Tsuen, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.526069,114.161778",0
882,YL,toilet,"Wong Uk Tsuen, Long Wo Road, Yuen Long",N/A,N/A,N/A,N/A,"22.4478,114.037739",0
883,YL,toilet,"Tsing Lung Tsuen, Castle Peak Road-San Tin, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.496772,114.074025",0
884,YL,toilet,"Kau Nam Street, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.467653,113.982111",0
885,E,hawker_fixpitch,Chun Yeung Street,N/A,N/A,N/A,N/A,"22.291305,114.197677",0
886,E,hawker_fixpitch,Marble Road,N/A,N/A,N/A,N/A,"22.29207,114.20138",0
887,YL,toilet,"Shui Pin Tsuen, Castle Peak Road-Ping Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.444044,114.021236",0
888,Wch,hawker_fixpitch,Jardineand#039;s Crescent,N/A,N/A,N/A,N/A,"22.27922,114.18501",0
889,YL,toilet,"Tam Kon Chau, Tam Kon Chau Road, Mai Po, Yuen Long",N/A,N/A,N/A,N/A,"22.495742,114.048467",0
890,MK,hawker_fixpitch,Fife Street,N/A,N/A,N/A,N/A,"22.31998,114.16749",0
891,MK,hawker_fixpitch,Ki Lung Street,N/A,N/A,N/A,N/A,"22.32603,114.16573",0
892,MK,hawker_fixpitch,Yin Chong Street,N/A,N/A,N/A,N/A,"22.316523,114.172258",0
893,SSP,hawker_fixpitch,Fuk Wa Street,N/A,N/A,N/A,N/A,"22.33125,114.16264",0
894,KC,hawker_fixpitch,Pau Chung Street,N/A,N/A,N/A,N/A,"22.32234,114.19026",0
895,YL,toilet,"San Wai, San Sik Road, Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.45075,113.990811",0
896,YL,toilet,"Tai Tseng Wai, Fuk Shun Street, Yuen Long",N/A,N/A,N/A,N/A,"22.463206,114.020128",0
897,YL,toilet,"Tong Fong Tsuen, Ping Ha Road, Ping Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.443642,114.006831",0
898,YL,toilet,"Ngau Hom, Man Tak Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.465161,113.988197",0
899,N,toilet,"Sha Tau Kok Man Uk Pin,  Sha Tau Kok",N/A,N/A,N/A,N/A,"22.526469,114.185",0
900,N,toilet,"Kat O Sai O, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.546992,114.291019",0
901,N,toilet,"In front of Fu Tei Pei Village Letter-box, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.508867,114.1608",0
902,N,toilet,"Side of House No. 101, Tung Kok Wai, Fanling",N/A,N/A,N/A,N/A,"22.500494,114.153103",0
903,N,toilet,"Tsung Yuen Ha Tsuen, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.552403,114.156097",0
904,YL,toilet,"Tai Shu Ha Road West, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.429211,114.033803",0
905,N,toilet,"Hung Leng Tsuen in front of House No. 13E, Sha Tau Kok Road",N/A,N/A,N/A,N/A,"22.514278,114.167797",0
906,N,toilet,"On Po Tsuen Carpark, Sheung Shui",N/A,N/A,N/A,N/A,"22.489714,114.118411",0
907,YL,toilet,"San Wai, San Sik Road, Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.451508,113.991644",0
908,N,toilet,"Kwu Tung Tin Sum, Sheung Shui",N/A,N/A,N/A,N/A,"22.498781,114.101128",0
909,N,toilet,"Rear of Kwu Tung Village Office, Sheung Shui",N/A,N/A,N/A,N/A,"22.504011,114.102789",0
910,N,toilet,"Ma Mei Ha Tsuen, Sha Tau Kok Road",N/A,N/A,N/A,N/A,"22.518286,114.176144",0
911,YL,toilet,"Shui Mei, Kam Tin, Kam Tin Yuen Long",N/A,N/A,N/A,N/A,"22.447933,114.062033",0
912,YL,toilet,"Fung Kat Heung, Fung Kat Heung Road, Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.457881,114.054428",0
913,YL,toilet,"Shek Wu Wai, Shek Wu Wai Road, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.492219,114.072883",0
914,YL,toilet,"Fung Chi Tsuen, Wang Tat Road, Yuen Long",N/A,N/A,N/A,N/A,"22.447558,114.020494",0
915,YL,toilet,"Lam Hau Tsuen, Shan Ha Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.435589,114.017953",0
916,YL,toilet,"Tin Sam Tsuen, Kam Po Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.423614,114.069622",0
917,YL,toilet,"Hung Tso Tin Tsuen, Tai Tong Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.422778,114.031081",0
918,YL,toilet,"Kam Hing Wai, Chi Ho Road, Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.443897,114.060825",0
919,YL,toilet,"Kat Hing Wai, Kam Tin Road, Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.439186,114.063411",0
920,YL,toilet,"Sik Kong Wai, Sik Kong Wai Road, Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.447592,113.991719",0
921,YL,toilet,"Fan Tin Tsuen, Castle Peak Road-San Tin, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.49773,114.07573",0
922,YL,toilet,"Lin Fa Tei, Kam Sheung Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.428067,114.086489",0
923,YL,toilet,"Shan Ha Tsuen, Shan Ha Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.432897,114.015828",0
924,YL,toilet,"Kam Tsin Wai, Kam Shui Road, Pat Heung Yuen Long",N/A,N/A,N/A,N/A,"22.433567,114.074431",0
925,N,toilet,"Ta Kwu Ling San Tsuen, Ping Che Road",N/A,N/A,N/A,N/A,"22.540139,114.147428",0
926,N,toilet,"Junction of Ping Che Road and Ng Chau Road, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.523019,114.162042",0
927,N,toilet,"At side of Chow Tin Tsuen Village Office, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.535586,114.145136",0
928,N,toilet,"Muk Wu Tsuen, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.538906,114.133633",0
929,N,toilet,"Tai Tong Wu, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.520681,114.176389",0
930,N,toilet,"Shek Tsai Leng at junction of Ma Tso Lung Road and Ho Sheung Heung Rd., Sheung Shui",N/A,N/A,N/A,N/A,"22.507839,114.102347",0
931,N,toilet,"Ki Lun Tsuen, Sheung Shui",N/A,N/A,N/A,N/A,"22.492719,114.096653",0
932,N,toilet,"Chow Tin Tsuen, Ta Kwu Ling",N/A,N/A,N/A,N/A,"22.535883,114.144814",0
933,N,toilet,"At side of Shan Tsui Tsuen Rest Garden, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.548144,114.222053",0
934,N,toilet,"At entrance to Kuk Po Wai, Sha Tau Kok",N/A,N/A,N/A,N/A,"22.528317,114.237744",0
935,N,toilet,"At side of House No 18, Lane 1, San Uk Ling Tsuen, Sheung Shui",N/A,N/A,N/A,N/A,"22.535178,114.132489",0
936,N,toilet,"Ma Tso Lung Shun Yee Tsuen (near House No. 19), Sheung Shui",N/A,N/A,N/A,N/A,"22.523197,114.096994",0
937,N,toilet,"Fung Kong (Tong Kok), Sheung Shui",N/A,N/A,N/A,N/A,"22.504744,114.104769",0
938,YL,toilet,"Ko Po Tsuen, Kam Tin Road,Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.441475,114.056678",0
939,YL,toilet,"Tai Hong Wai, Kam Tin Road, Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.441336,114.063867",0
940,YL,toilet,"Tung Tau Tsuen, Ping Ha Road, Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.453092,113.993714",0
941,YL,toilet,"San Hing Tsuen, Lau Fau Shan Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.464642,113.986575",0
942,YL,toilet,"Tai Tong Tsuen, Kiu Hing Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.416125,114.023861",0
943,YL,toilet,"Sik Kong Wai, Ha Mei Road, Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.449333,113.992347",0
944,YL,toilet,"Fui Sha Wai, Castle Peak Road Ping Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.438675,114.005903",0
945,YL,toilet,"Hung Tso Tin Tsuen, Tai Tong Road,Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.425217,114.029767",0
946,YL,toilet,"Ma Tin Tsuen, Ma Tin Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.440019,114.024047",0
947,YL,toilet,"Ngau Keng, Kam Sheung Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.425619,114.085667",0
948,YL,toilet,"San Tam Road, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.472353,114.059731",0
949,YL,toilet,"Pun Uk Tsuen, Lok Ma Chau Road, Lok Ma Chau, Yuen Long",N/A,N/A,N/A,N/A,"22.507603,114.080861",0
950,YL,toilet,"Lok Ma Chau Road, Lok Ma Chau, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.513064,114.079222",0
951,YL,toilet,"Wah Shing Tsuen, San Tam Road, Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.460367,114.055786",0
952,YL,toilet,"Mong Tseng Tsuen, Deep Bay Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.476667,114.000269",0
953,YL,toilet,"Tai Tong Tsuen, Tai Tong Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.417997,114.025208",0
954,TM,refuse,"Area 44, Wu Shan Road, Tuen Mun",N/A,N/A,N/A,6:30 am - 3:30 pm,"22.37641,113.96883",0
955,YL,toilet,"Nam Hang Tsuen, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.423647,114.033342",0
956,YL,toilet,"Ng Ka Tsuen, Kam Sheung Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.437078,114.070253",0
957,YL,toilet,"San Lung Wai, Fan Kam Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.446656,114.097019",0
958,YL,toilet,"Tin Yan Road, Tin Shui Wai",N/A,N/A,N/A,N/A,"22.458419,114.001975",0
959,YL,toilet,"Shui Tsan Tin, Kam Sheung Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.425364,114.08385",0
960,YL,toilet,"Yan Shau Wai, Castle Peak Road-San Tin, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.502181,114.074381",0
961,YL,toilet,"San Lee Uk Tsuen, Tin Ha Road, Hung Shui Kiu, Yuen Long",N/A,N/A,N/A,N/A,"22.436792,113.993967",0
962,YL,toilet,"Shui Tsiu Lo Wai, Tai Tong Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.426067,114.031261",0
963,YL,toilet,"Tai Sang Wai, Yuen Long",N/A,N/A,N/A,N/A,"22.471164,114.042953",0
964,YL,toilet,"Shek Tau Wai, Sheung Tsuen, Nam Hing East Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.431069,114.096067",0
965,YL,toilet,"Chuk Yuen Tsuen, Castle Peak Road-Tam Mi, Yuen Long",N/A,N/A,N/A,N/A,"22.477189,114.056258",0
966,YL,toilet,"Wing Ning Tsuen, Yung Yuen Road, Ping Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.448997,114.014508",0
967,YL,toilet,"Shan Ha Tsuen, Shan Ha Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.433467,114.016431",0
968,YL,toilet,"Shui Kan Shek, Fan Kam Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.451714,114.099483",0
969,YL,toilet,"Yeung Uk Tsuen, Castle Peak Road-Yuen Long, Au Tau, Yuen Long",N/A,N/A,N/A,N/A,"22.442519,114.042678",0
970,YL,toilet,"Near the junction between Tin Ha Road and Hung Shui Kiu Tin Sam Road, Yuen Long",N/A,N/A,N/A,N/A,"22.435419,113.992803",0
971,YL,toilet,"Ha Che Tsuen, Fan Kam Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.448478,114.093675",0
972,YL,toilet,"Kam Hing Wai, Chi Ho Road, Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.442922,114.061603",0
973,YL,toilet,"Ma Tin Pok, Kiu Hing Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.438569,114.026283",0
974,YL,toilet,"Ng Uk Tsuen, Fuk Shun Street, Wang Chau,Yuen Long",N/A,N/A,N/A,N/A,"22.464878,114.02035",0
975,YL,toilet,"Shing Uk Tsuen, Fuk Shun Street, Wang Chau, Yuen Long",N/A,N/A,N/A,N/A,"22.463414,114.018622",0
976,YL,toilet,"Muk Kiu Tau Tsuen, Kiu Hing Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.429319,114.025411",0
977,TM,toilet,Tuen Tsz Wai near Lam Tei Vegetabel Market Office,N/A,N/A,N/A,N/A,"22.418456,113.98185",0
978,YL,toilet,"Tai Wai Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.446769,114.038108",0
979,YL,toilet,"Sha Kiu Tsuen, Deep Bay Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.48698,113.99903",0
980,YL,toilet,"Hong King Street (Next To Minibus Station), Yuen Long",N/A,N/A,N/A,N/A,"22.443772,114.027978",0
981,YL,toilet,ung Cheung Road (Near Fung Kwan Street Indoor Recreation Centre) Yuen Long,N/A,N/A,N/A,N/A,"22.443406,114.032797",0
982,YL,toilet,"Kam Tin Bor Tei Road, Kam Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.438856,114.0676",0
983,YL,toilet,"Sheung Pak Nai, Nim Wan Road, Yuen Long",N/A,N/A,N/A,N/A,"22.448147,113.960242",0
984,YL,toilet,"Pak Sha Tsuen, Kiu Hing Road, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.421469,114.021942",0
985,YL,toilet,"Ngau Hom Shek, Sheung Pak Nai, Nim Wan Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.43425,113.948617",0
986,YL,toilet,"Ha Che Tsuen, Fan Kam Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.448533,114.094531",0
987,YL,toilet,"Ha Pak Nai, Nim Wan Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.426919,113.943189",0
988,YL,toilet,"Tseung Kong Wai, Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.450739,113.988208",0
989,YL,toilet,"Hang Hau Tsuen, Deep Bay Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.464736,113.980503",0
990,YL,toilet,"Hong Mei Tsuen, Ha Mei Road,Ha Tsuen, Yuen Long",N/A,N/A,N/A,N/A,"22.452006,113.991994",0
991,YL,toilet,"Tin Sam Road, Hung Shui Kiu, Yuen Long",N/A,N/A,N/A,N/A,"22.434753,113.994281",0
992,YL,toilet,"Yuen Kong, Kam Sheung Road,Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.425253,114.077586",0
993,YL,toilet,"Ngau Hom Shek, Nim Wan Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.438739,113.949036",0
994,YL,toilet,"Sha Kong Tsuen, Deep Bay Road, Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.461656,113.980431",0
995,YL,toilet,"San Sham Road, San Tin, Yuen Long",N/A,N/A,N/A,N/A,"22.502772,114.081486",0
996,YL,toilet,"Ngau Tam Mei Road, Ngau Tam Mei, Yuen Long",N/A,N/A,N/A,N/A,"22.4773,114.073214",0
997,YL,toilet,"Lam Kam Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.431806,114.104158",0
998,YL,toilet,"Chung Sum Tsuen, Sheung Tsuen, Nam Hing West Road, Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.431078,114.094989",0
999,YL,toilet,"Hung Uk Tsuen, Kiu Hung Road, Ping Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.442247,114.003519",0
1000,YL,toilet,"Sha Kiu Tsuen, Deep Bay Road Lau Fau Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.488678,113.999342",0
1001,YL,toilet,"Sheung Cheung Wai, Ping Ha Road, Ping Shan, Yuen Long",N/A,N/A,N/A,N/A,"22.446947,114.006369",0
1002,YL,toilet,"Tai Shu Ha Road West, Shap Pat Heung, Yuen Long",N/A,N/A,N/A,N/A,"22.429753,114.0329",0
